Image,Latitude,Longitude,Altitude
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0362.JPG,37.422169590169254,-122.08416296937598,359.9123268346832
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0363.JPG,37.42210096118862,-122.08429418745877,375.23985438637396
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0364.JPG,37.422095502651715,-122.0837309980062,363.4200908755729
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0365.JPG,37.42209206092679,-122.08418782822912,358.5617885402465
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0366.JPG,37.421849151845564,-122.08403282441951,387.66595308424706
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0367.JPG,37.42202004814338,-122.0841075079111,338.889064708427
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0368.JPG,37.42235598254473,-122.08429185399032,341.56379197675636
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0369.JPG,37.42221499305675,-122.08381281585844,364.7575051518586
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0370.JPG,37.42213739734395,-122.08416001203693,351.7866871762223
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0371.JPG,37.422266767028226,-122.08436071667235,381.26916066281456
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0372.JPG,37.422326641686546,-122.08413216198531,346.80494040759777
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0373.JPG,37.422151352090445,-122.08367184286338,377.2281034854311
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0374.JPG,37.4221730345537,-122.08413824886296,344.78657456012326
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0375.JPG,37.42213086115564,-122.08427366815425,364.5651462291336
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0376.JPG,37.42194009712544,-122.0841642117857,361.332885765343
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0377.JPG,37.42249012232188,-122.08416714821803,342.9667204872573
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0378.JPG,37.422247206711724,-122.08404053790504,376.5051764939668
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0379.JPG,37.421822498682594,-122.08424396346014,356.9597783796431
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0380.JPG,37.42217332580887,-122.08387032283694,355.31969644982837
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0381.JPG,37.42173748994427,-122.08373230403795,352.9144009390405
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0382.JPG,37.42223114502547,-122.08414402891866,364.49890550471014
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0383.JPG,37.421862364853375,-122.08397340748985,339.11718179366716
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0384.JPG,37.42226110669174,-122.08426289210246,366.4632993977698
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0385.JPG,37.42198774515375,-122.08410837352633,374.8208417332078
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0386.JPG,37.4221179764024,-122.08420955159103,358.9570564388237
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0387.JPG,37.422076027607986,-122.08405441999996,350.26069452092463
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0388.JPG,37.4220362194133,-122.08391031516288,344.3707367057707
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0389.JPG,37.4220093876719,-122.08405379887108,327.4117617707794
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0390.JPG,37.422348692610136,-122.08390630139023,352.4546121286342
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0391.JPG,NA,NA,NA
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0392.JPG,37.42187016907225,-122.08395948419646,333.24706961472276
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0393.JPG,37.43922035483365,-122.06042422083172,3242.030183409514
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0394.JPG,37.42211714968569,-122.08402218246769,338.4766806000517
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0395.JPG,37.42209799436762,-122.08413572992649,331.09237885639834
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0396.JPG,37.42201553314413,-122.08404534596355,328.5492685688156
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0397.JPG,37.42229416076688,-122.08409927779755,377.94767127702465
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0398.JPG,37.42193083070457,-122.08400223163859,347.0681415283544
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0399.JPG,37.422050861463326,-122.08409651364187,394.791815241571
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0400.JPG,37.421807554514004,-122.08415131701418,340.60163950444087
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0401.JPG,37.421839300722844,-122.0839370753555,335.58282681876835
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0402.JPG,37.42225574694262,-122.08415620335722,347.61349204681017
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0403.JPG,37.422276537146786,-122.08404537202115,336.8063806957832
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0404.JPG,37.42169648450456,-122.08388536026816,358.6339537811634
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0405.JPG,37.42211675087868,-122.08349414322721,357.80231658359537
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0406.JPG,37.42175577364818,-122.08414037507504,350.2580148604862
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0407.JPG,37.421771274623346,-122.08436116057035,356.2418495145081
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0408.JPG,37.42195170550525,-122.08413500761614,346.3642598681558
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0409.JPG,37.42234007116629,-122.08413130804558,354.12906668526847
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0445.JPG,37.4220044665204,-122.08407121291316,323.1002619818659
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0446.JPG,37.42198483185197,-122.08351152794499,367.0302529726435
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0447.JPG,37.42235581488259,-122.08427848269316,347.39833362922906
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0448.JPG,37.42178912219019,-122.08410608592256,348.5117641297437
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0449.JPG,37.42189425912539,-122.08389760909056,346.2422375420481
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0450.JPG,37.42202890231851,-122.0843302944526,356.66956841455664
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0451.JPG,37.421821939499395,-122.08388339095166,375.2533521135152
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0452.JPG,37.42190921090148,-122.08381442392997,362.9208742323589
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0453.JPG,37.42194645842219,-122.08435859202737,367.67655181543745
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0454.JPG,37.42210356727727,-122.08421706294493,374.8073265946658
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0455.JPG,37.42166713361342,-122.08424207702856,363.77487843366237
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0456.JPG,37.422097605161404,-122.08406226149172,341.78107446835287
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0457.JPG,37.422101078899395,-122.08381575169635,360.8735676633754
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0458.JPG,37.42250445487501,-122.0846716244553,325.86697521180923
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0459.JPG,37.42423815663997,-122.11275531801768,-3314.780717102954
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0460.JPG,37.42212603771722,-122.08444126970879,351.2422777148694
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0461.JPG,37.422291861049175,-122.08443683273269,366.5535314614464
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0462.JPG,37.42206150425439,-122.08410107605603,377.6659695408544
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0463.JPG,37.42210823960958,-122.08422853547788,378.23649881148253
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0464.JPG,37.42201371099715,-122.08394348663445,368.61162699748706
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0465.JPG,37.422167137420686,-122.0841670761298,350.9963585914664
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0466.JPG,37.42214059948728,-122.08424336833795,341.7154264228346
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0467.JPG,37.42211517480581,-122.08383665215791,336.3112643426677
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0468.JPG,37.422218712305465,-122.08459257990273,343.8981507952799
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0469.JPG,37.42200201154726,-122.08406996081821,317.3684872765865
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0470.JPG,37.42244208146576,-122.08408993132265,343.46816979663595
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0471.JPG,37.421993436218415,-122.08413806917295,343.34457633780175
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0472.JPG,NA,NA,NA
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0473.JPG,37.422414870078406,-122.08372175444511,446.30060616422156
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0474.JPG,37.422077351641036,-122.0842886312529,365.27311640343896
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0475.JPG,37.42208173723529,-122.0842284375939,339.2667055480107
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0476.JPG,37.421924648635176,-122.08429140897039,348.49547826374436
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0477.JPG,37.42207276436454,-122.0839984761301,336.69726975507916
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0478.JPG,37.42225723965464,-122.0841736823584,338.84173125267876
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0479.JPG,37.42196513701811,-122.0840125229394,343.9367454858669
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0480.JPG,37.421907131772805,-122.0838137465462,344.5739846782285
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0481.JPG,37.42228312576631,-122.08422282096122,341.69817169826536
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0482.JPG,37.422155171041744,-122.08430148439619,342.3274947349377
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0483.JPG,37.42211738750146,-122.08400493346912,334.009242977168
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0484.JPG,37.42229667384986,-122.08413621358805,341.9806690887946
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0485.JPG,37.42216236672776,-122.0839951131157,350.27918851599725
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0486.JPG,37.42184778386184,-122.08400195582381,362.024420416456
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0487.JPG,37.42229908273512,-122.08413950228245,349.1381231511758
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0488.JPG,37.422171147963134,-122.0840598730203,363.5950044779978
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0489.JPG,37.422301623999445,-122.08374582208107,348.4697468662745
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0490.JPG,37.42209303226947,-122.08392209743353,359.12301258148204
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0491.JPG,37.42220329561685,-122.08410474461557,321.26458381817343
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0492.JPG,37.421519564019675,-122.08433632842618,367.1620042747943
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0493.JPG,37.42189805718422,-122.0840330975794,359.00172198310713
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0494.JPG,37.42196175250848,-122.08428507123288,332.82110717671657
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0495.JPG,37.4218634383422,-122.08390980665561,363.0003251015209
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0496.JPG,37.42238588139472,-122.08383451920382,350.18543963074126
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0497.JPG,37.42164086187855,-122.08394272963234,356.12734234321846
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0498.JPG,37.42193225273766,-122.0841563914943,367.7123370417181
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0499.JPG,37.42186104767869,-122.08357210076804,328.4919341286882
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0500.JPG,37.42208012972234,-122.08385907600294,353.38152872206746
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0501.JPG,37.42225062416446,-122.08399734792859,379.12629531675407
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0502.JPG,37.422007312050816,-122.08403952872754,342.29587444342695
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0503.JPG,37.42235835259039,-122.08374233155719,357.5635359067031
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0504.JPG,37.42253096245025,-122.08434140761294,402.7534174844234
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0505.JPG,37.42222540817626,-122.08415982733479,382.24793734941585
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0506.JPG,37.42226628416454,-122.08401397643155,356.9654399019649
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0507.JPG,37.42164295555517,-122.08409682393393,372.5683917514175
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0508.JPG,37.422053574790006,-122.08426412027127,366.3590255029905
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0509.JPG,37.42247184280957,-122.08434020971809,345.52806861710064
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0510.JPG,37.42221191489119,-122.08423941000991,330.8906552107289
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0511.JPG,37.42196444065218,-122.08437345906117,359.88709721798034
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0512.JPG,37.4221916577938,-122.08405725675071,352.12460333193116
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0513.JPG,37.42217966408705,-122.08407237847861,339.0025562329293
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0514.JPG,37.42191457690602,-122.08389688593338,346.7204258361597
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0515.JPG,37.42176705927882,-122.08410716629997,366.1727119794056
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0516.JPG,37.422486112042876,-122.08425930994267,338.2459561587582
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0517.JPG,37.42150156830793,-122.08360866151818,337.38807674322356
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0518.JPG,37.42179389478211,-122.08372861630737,354.8824375750215
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0519.JPG,37.42219553469607,-122.08375251030162,350.436590778549
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0520.JPG,37.42225913669432,-122.0841864076133,359.9953254549904
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0521.JPG,37.421903973938306,-122.08427443128853,350.33583351580484
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0522.JPG,37.42182044359231,-122.08352167754602,438.1434914256227
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0523.JPG,37.42205864752192,-122.08417699363042,351.8565443068422
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0524.JPG,37.42200728340214,-122.08388621364512,340.1338472172741
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0525.JPG,37.42207371973053,-122.08421586101271,339.9087405990767
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0526.JPG,37.42207521406545,-122.08403485917906,319.73200130169755
